Domanda,Risposta 1,Risposta 2,Risposta 3
"Con riferimento a quanto prevede il D.Lgs. n. 165/2001, la contrattazione collettiva  può istituire procedure di impugnazione  dei provvedimenti disciplinari? ","No, salva la facoltà di disciplinare mediante i contratti collettivi procedure di  conciliazione non obbligatoria. ","Si, ma solo la contrattazione collettiva nazionale di comparto. ","No, e non può neanche prevedere procedure di conciliazione non obbligatoria. "
Cosa accade quando un giudice è incompetente ai sensi dell'art. 15 C.p.a. nell'ambito  del procedimento amministrativo? ,"Il giudice che si dichiara incompetente indica il giudice ritenuto competente e il  processo continua davanti al nuovo giudice se, nel  termine perentorio di trenta giorni dalla comunicazione di tale ordinanza, la causa è  riassunta davanti al giudice dichiarato  competente. ","Il giudice che si dichiara incompetente indica il giudice ritenuto competente e il  processo continua davanti al nuovo giudice se, nel  termine perentorio di sessanta giorni dalla comunicazione di tale ordinanza, la causa è  riassunta davanti al giudice dichiarato  competente. ",Il giudice che si dichiara incompetente indica il giudice ritenuto competente ma la causa 
Indicare quale affermazione è conforme a quanto dispone l'art. 33 del Codice del  processo amministrativo in merito alle  pronunce giurisdizionali e in particolare sui provvedimenti del giudice. ,"Il giudice pronuncia ordinanza quando assume misure cautelari o interlocutorie, ovvero  decide sulla competenza. B) Le ordinanze devono essere sempre pronunciate in udienza o in camera di consiglio.  C) Le sentenze di primo grado non sono esecutive.  603. Con riferimento ai ricorsi amministrativi è ammissibile proporre ricorso gerarchico  proprio per dedurre motivi di merito?  Sì, l'ammissibilità del ricorso per motivi di merito è regola generale per i ricorsi  gerarchici. ","No, l'ammissibilità del ricorso per motivi di merito è tassativamente esclusa. ","Sì, l'ammissibilità del ricorso per motivi di merito è regola generale per tutti i "
"Con riguardo agli stati patologici dell'atto amministrativo e alle disposizioni  contenute nella l.n. 241/1990, la mancanza della  forma: ",Comporta la nullità dello stesso. ,Non comporta in nessun caso la nullità dello stesso. ,Non comporta alcuna conseguenza negativa per lo stesso. 
"Nell'ambito del procedimento amministrativo quale è il termine previsto dall'art. 73  C.p.a. per la produzione di documenti? A) Quaranta giorni liberi prima dell'udienza.  B) Trenta giorni liberi prima dell'udienza.  C) Venti giorni liberi prima dell'udienza.  611. In materia di responsabilità dei Ministri, la Costituzione statuisce che: ","I Ministri sono responsabili collegialmente degli atti del Consiglio dei ministri, e  individualmente degli atti dei loro dicasteri. ",I Ministri sono responsabili collegialmente degli atti del Consiglio dei ministri e degli  atti dei loro dicasteri. ,I Ministri sono responsabili individualmente degli atti del Consiglio dei ministri e 
"L'art. 6 della l. n. 241/1990, in sede di specificazione dei compiti primari del  responsabile del procedimento, dispone  espressamente che il responsabile: ","Propone l'indizione o, avendone la competenza, indice le conferenze di servizi. ","Può chiedere il rilascio di dichiarazioni, ma non la rettifica di istanze incomplete. ",Non è competente all'adozione del provvedimento finale. 
Ai sensi dell'art. 14 bis comma 1 della legge 241/1990 la conferenza decisoria si  svolge in forma: ,Semplificata e modalità asincrona. ,Semplificata e modalità sincrona. ,Aggravata e modalità sincrona. 
"A norma di quanto dispone la legge n. 936/1986, la qualità di Presidente del Consiglio  nazionale dell'economia e del lavoro: ","È incompatibile, tra l'altro, con quella di membro del Governo e di consigli o assemblee  regionali. ",È incompatibile solo con quella di membro del Parlamento nazionale ed europeo. ,È compatibile con qualsiasi incarico pubblico o privato. 
"I regolamenti di riordino (art. 17, co. 4-ter, l. n. 400/1988): ","Sono abilitati al periodico riordino delle disposizioni regolamentari vigenti, alla  ricognizione di quelle che hanno esaurito la loro  funzione. ","Si sostituiscono alle precedenti disposizioni contenute nelle leggi o in atti aventi  forza di legge, sulla base di una legge c.d. di autorizzazione. ",Sono volti all'attuazione e all'interpretazione delle leggi e dei decreti legislativi 
"A norma di quanto dispone l'art. 55-bis del D.Lgs. n. 165/2001 per le infrazioni per le  quali è prevista l'irrogazione di  sanzioni superiori al rimprovero verbale, il responsabile della struttura presso cui presta  servizio il dipendente: ","Segnala immediatamente, e comunque entro dieci giorni, all'ufficio competente per i  procedimenti disciplinari i fatti ritenuti di  rilevanza disciplinare di cui abbia avuto conoscenza. ","Segnala immediatamente, e comunque entro venti giorni, all'ufficio competente per i  procedimenti disciplinari i fatti ritenuti di  rilevanza disciplinare di cui abbia avuto conoscenza. ","Segnala immediatamente, e comunque entro cinque giorni, all'ufficio competente per i "
Quale tra i seguenti è uno dei pilastri sui cui si fonda principalmente la riforma del  Titolo V della Costituzione operata a  partite dal 2001? ,Il nuovo riparto di competenza legislativa tra lo Stato e le Regioni (art. 117 Cost.). ,L'introduzione del controllo di legittimità sugli atti degli enti locali (art. 130 Cost.). ,La possibilità per le Regioni di disporre la fusione di Regioni esistenti o la creazione 
"Quale è la composizione dell'adunanza plenaria del Consiglio di Stato ai sensi  dell'art. 6 C.p.a.? A) L'adunanza plenaria è composta dal presidente del Consiglio di Stato che la presiede e da  dodici magistrati del Consiglio di Stato,  assegnati alle sezioni giurisdizionali.  B) L'adunanza plenaria è composta dal presidente del Consiglio di Stato che la presiede e da  cinque magistrati del Consiglio di Stato,  assegnati alle sezioni giurisdizionali.  C) L'adunanza plenaria è composta dal presidente del Consiglio di Stato che la presiede e da  tre magistrati del Consiglio di Stato,  assegnati alle sezioni giurisdizionali.  627. Con riferimento alla comunicazione di avvio del procedimento amministrativo (art. 8  l.n. 241/1990) una amministrazione  può prevedere forme di pubblicità unificate? ","Si, qualora per il numero dei destinatari la comunicazione personale non sia possibile o  risulti particolarmente gravosa. ",Solo se sussistono ragioni di impedimento derivanti da particolari esigenze di celerità  del procedimento. ,Nella prassi e nella sostanza l'amministrazione provvede sempre con forme di pubblicità 
"L'obbligo di pubblicazione degli atti di concessione di sovvenzioni, ecc. di cui  all'art. 26 del D.Lgs. n. 33/2013,: ",Costituisce condizione di efficacia dei provvedimenti che dispongano concessioni ed  attribuzioni di importo complessivo superiore a 1.000 euro. ,Deve avvenire immediatamente dopo la liquidazione delle somme oggetto del beneficio. ,Deve avvenire entro i trenta giorni successivi alla liquidazione delle somme oggetto del 
"A norma di quanto dispone l'art. 16 del D.Lgs. n. 175/2016, quale percentuale del  fatturato delle società in house deve essere  effettuato nello svolgimento dei compiti ad esse affidati dall'ente pubblico o dagli enti  pubblici soci? ",Oltre l'ottanta per cento. ,Oltre il settanta per cento. ,Oltre il novanta per cento. 
"Deve considerarsi ammissibile un ricorso avverso il silenzio-rigetto della P.A. in  merito all'istanza di accesso agli atti nel  caso in cui la domanda di accesso sia finalizzata ad un controllo generalizzato sull'operato  dei destinatari dell'istanza (art.  24, l. n. 241/1990)? ","No, è inammissibile. ","Si, è ammissibile. ","Si, perché il diritto di accesso è comunque uno strumento di controllo generalizzato "
L'avviso di avvio del procedimento (art. 7 l.n. 241/1990) riguarda: ,"Anche i soggetti individuati o facilmente individuabili, diversi dai diretti destinatari  del provvedimento, qualora da esso possa  derivare loro pregiudizio, ove non sussistano ragioni di impedimento derivanti da  particolari esigenze di celerità del procedimento. ",Solo i soggetti nei confronti dei quali il provvedimento finale è destinato a produrre  effetti immediati e diretti. ,Solo i soggetti che per legge debbono intervenirvi. 
A norma del disposto di cui all'art. 73 (Udienza di discussione) del c.p.a. le parti  possono presentare repliche: ,Fino a venti giorni liberi prima dell'udienza. ,Fino a trenta giorni liberi prima dell'udienza. ,Fino a quaranta giorni liberi prima dell'udienza. 
Gli artt. 4 e 5 della l. n. 241/1990 disciplinano il processo di individuazione  dell'unità organizzativa responsabile e del  responsabile del procedimento. Indicare quale affermazione in merito è corretta. ,"L'unità organizzativa competente e il nominativo del responsabile del procedimento sono  comunicati ai soggetti nei confronti dei  quali il provvedimento finale è destinato a produrre effetti diretti ed a quelli che per  legge debbono intervenire e, a richiesta, a  chiunque vi abbia interesse. ",Fino a quando non sia effettuata l'assegnazione del responsabile del procedimento è  considerato responsabile l'organo di governo  dell'Amministrazione. ,Le leggi della Repubblica determinano per ciascun tipo di procedimento di competenza 
"L'obbligo, per l'Amministrazione, di avviso di avvio del procedimento amministrativo  riguarda, tra l'altro, i soggetti  individuati o facilmente individuabili, diversi dai diretti destinatari del provvedimento,  qualora ad essi possa derivare  pregiudizio dall'adozione del provvedimento. A norma del disposto di cui all'art. 7, l. n.  241/1990 quanto affermato è: ","Vero, riguarda i soggetti nei confronti dei quali il provvedimento finale è destinato a  produrre effetti diretti e quelli che per legge  debbono intervenire nonché i soggetti individuati o facilmente individuabili, diversi dai  diretti destinatari del provvedimento, qualora  ad essi possa derivare pregiudizio dall'adozione del provvedimento. ","Falso, l'Amministrazione non ha alcun obbligo di comunicare l'avviso di avvio del  procedimento. ","Falso, riguarda i soggetti individuati dall'Amministrazione nell'esercizio della propria "
Le disposizioni di cui all'art. 10bis l.n. 241/1990 afferenti la comunicazione dei  motivi ostativi dell'accoglimento dell'istanza  trovano applicazione ai ricorsi amministrativi? ,"No, non trovano applicazione. ","Sì, trovano applicazione a tutti i procedimenti amministrativi e quindi anche ai ricorsi. ","Sì, non trovano applicazione solo per le procedure concorsuali. "
"A norma del disposto di cui al comma 1, art. 4, D.Lgs. 165/2001 la definizione di  obiettivi, priorità, piani, programmi e  direttive generali per l'azione amministrativa e per la gestione compete: ",Agli Organi di Governo. ,Ai dirigenti di cui all'art. 17. ,Ai dirigenti di cui all'art. 16. 
Quale è la composizione del Consiglio di Stato ai sensi dell'art. 6 C.p.a.? ,"Il Consiglio di Stato in sede giurisdizionale decide con l'intervento di cinque  magistrati, di cui un presidente di sezione e quattro  consiglieri. In caso di impedimento del presidente, il collegio è presieduto dal consigliere  più anziano nella qualifica. ","Il Consiglio di Stato decide con l'intervento di tre magistrati, compreso il presidente.  In mancanza del presidente, il collegio è  presieduto dal magistrato con maggiore anzianità nel ruolo. ","Il Consiglio di Stato decide con l'intervento di sette magistrati, di cui un presidente "
"A quale organo, l'art. 5, L. 400/1988, attribuisce il compito di sospendere l'adozione  di atti da parte dei ministri competenti  in ordine a questioni politiche e amministrative, sottoponendoli al Consiglio dei ministri  nella riunione immediatamente  successiva? ",Presidente del Consiglio dei ministri. ,Ministro dell'Interno. ,Presidente del Senato. 
"Con riferimento alla contrattazione collettiva quali documenti devono essere redatti  dalle P.A. a corredo di ogni contratto  integrativo (art. 40, co. 3-sexies, D.Lgs. n. 165/2001)? ",Relazione tecnico-finanziaria e Relazione illustrativa. ,Piano triennale del fabbisogno di personale e Relazione tecnico-finanziaria. ,Solo la Relazione tecnico-finanziaria. 
"A norma del disposto di cui al comma 1, art. 21 del D.Lgs. n. 165/2001 il mancato  raggiungimento degli obiettivi accertato  attraverso le risultanze del sistema di valutazione di cui al Titolo II del D.Lgs. n.  150/2009 in materia di ottimizzazione della  produttività del lavoro pubblico e di efficienza e trasparenza delle P.A. ovvero  l'inosservanza delle direttive imputabili al  dirigente comportano: ",L'impossibilità di rinnovo dello stesso incarico dirigenziale. ,Il decurtamento della retribuzione di risultato di una quota fino all'80%. ,La cancellazione dal Ruolo dei dirigenti. 
"A quale dei seguenti soggetti il co. 4, art. 31, D.Lgs. 50/2016, affida il compito di  segnalare eventuali disfunzioni,  impedimenti, ritardi nell'attuazione degli interventi? ",Al RUP. ,Al responsabile della fase dell'affidamento. ,Ad un organo esterno alla stazione appaltante nominato dall'organo di indirizzo 
"A norma di quanto dispone il D.Lgs. n. 104/2010, al giudice amministrativo si applicano  le cause di ricusazione previste dal  c.p.c.? ","Sì, e trovano applicazione anche le cause e le modalità di astensione previste dal c.p.c. ","No, non trovano applicazione né le cause e le modalità di astensione né le cause per la  ricusazione previste dal c.p.c. ","No, ma trovano applicazione le cause e le modalità di astensione previste dal c.p.c. "
Quale principio sancisce l'art. 3 del D.Lgs. n. 104/2010? ,La chiarezza e la sinteticità nella redazione degli atti del giudice e delle parti. ,La non obbligatorietà della motivazione per i provvedimenti decisori adottati dal giudice. ,La motivazione soltanto per le sentenze definitive. 
Ai sensi dell'art. 23 C.p.a. le parti di un processo amministrativo possono stare in  giudizio personalmente senza l'assistenza  del difensore? ,"Si, nei giudizi in materia di accesso e trasparenza amministrativa. ","Si, in qualsiasi materia. ","No, è sempre obbligatorio in qualsiasi grado di giudizio il ministero di avvocato ammesso "
Il parere del Consiglio di Stato è obbligatorio (l. n. 127/1997): ,"Per l'emanazione degli atti normativi del Governo e dei singoli ministri, ai sensi  dell'art. 17, l. n. 400/1988. ",Per l'attivazione di liti attive e di resistenza a liti passive. ,Per i procedimenti per responsabilità civile a carico di pubblici dipendenti. 
"A norma di quanto dispone l'art. 76 del D.P.R. n. 445/2000, l'esibizione di un atto  contenente dati non più rispondenti a  verità equivale ad uso di atto falso? ","Sì, equivale ad uso di atto falso. ","No, salvo che l'esibizione di un atto contenente dati non più rispondenti a verità sia  effettuata in sede di gara per affidamento di  contratti pubblici. ",Solo se l'esibizione di un atto contenente dati non più rispondenti a verità è effettuata 
La segnatura di protocollo informatico (art. 55 D.P.R. n. 445/2000): ,"È l'apposizione o l'associazione all'originale del documento, in forma permanente non  modificabile, delle informazioni riguardanti il  documento stesso. ",Va effettuata prima dell'operazione di registrazione di protocollo. ,"Deve contenere (almeno): progressivo di protocollo, data di protocollo, codice "
Con il varo del T.U. n. 165/2001 (c.d. TUPI) è stato possibile distinguere nettamente i  poteri degli organi di governo da quelli  dei dirigenti. Ai dirigenti spetta in particolare: ,L'organizzazione delle risorse strumentali. ,Le decisioni in materia di atti normativi e l'adozione dei relativi atti di indirizzo  interpretativo ed applicativo. ,"La definizione di obiettivi, priorità, piani, programmi e direttive generali per l'azione "
"Con riferimento all'accesso agli atti delle procedure di affidamento e di esecuzione  dei contratti pubblici il diritto di accesso  è differito, nelle procedure ristrette e negoziate e nelle gare informali, in relazione  all'elenco dei soggetti che sono stati  invitati a presentare offerte e all'elenco dei soggetti che hanno presentato offerte fino  (art. 53 D.Lgs. n. 50/2016): ",Alla scadenza del termine per la presentazione delle medesime. ,Alla pubblicazione nella GURI dell'elenco dei soggetti. ,Alla data di comunicazione di aggiudicazione definitiva all'operatore economico. 
"A norma del disposto di cui all'art. 114 del D.Lgs. n. 104/2010, l'azione per  l'ottemperanza si prescrive con il decorso: ",Di 10 anni dal passaggio in giudicato della sentenza. ,Di 15 anni dal passaggio in giudicato della sentenza. ,Di 7 anni dal passaggio in giudicato della sentenza. 
"A norma di quanto dispone il co. 4, art. 1, l. n. 190/2012, quale organo definisce  criteri per assicurare la rotazione dei  dirigenti nei settori particolarmente esposti alla corruzione e misure per evitare  sovrapposizioni di funzioni e cumuli di  incarichi nominativi in capo ai dirigenti pubblici, anche esterni? ",Il Dipartimento della funzione pubblica. ,L’ANAC. ,L’apposito Comitato interministeriale. 
Indicare quale affermazione è conforme a quanto dispone il Capo VI del D.P.R. n.  445/2000 afferente alle sanzioni applicate  in caso di violazione di norme. ,"Le pubbliche amministrazioni e i loro dipendenti, salvi i casi di dolo o colpa grave,  sono esenti da ogni responsabilità per gli atti  emanati, quando l'emanazione sia conseguenza di false dichiarazioni o di documenti falsi o  contenenti dati non più rispondenti a  verità, prodotti dall'interessato o da terzi. ",L'esibizione di un atto contenente dati non più rispondenti a verità non equivale ad uso  di atto falso. ,Le dichiarazioni sostitutive rese ai sensi degli artt. 46 e 47 e le dichiarazioni rese 
"A norma del disposto di cui all'art. 102 del D.Lgs. n. 50/2016, per i lavori di importo  pari o inferiore a 1 milione di euro: ",È sempre facoltà della stazione appaltante sostituire il certificato di collaudo con il  certificato di regolare esecuzione. ,Il certificato di collaudo deve essere sostituito obbligatoriamente dal certificato di  regolare esecuzione. ,È comunque obbligatorio il certificato di collaudo. 
"L'assunzione di personale nelle P.A. mediante procedure selettive pubbliche,  costituisce attuazione di quale articolo della  Costituzione italiana? A) Art. 97.  B) Art. 95.  C) Art. 101.  676. Ai fini dell'istituto del diritto di accesso ai documenti amministrativi, disciplinato  dal Capo V della l. n. 241/1990, si  distinguono ""interessati"" e ""controinteressati"". Per ""interessati"" si intende: ","Tutti i soggetti privati, compresi quelli portatori di interessi pubblici o diffusi, che  abbiano un interesse diretto, concreto e attuale,  corrispondente ad una situazione giuridicamente tutelata e collegata al documento al quale è  chiesto l'accesso. ","Tutti i soggetti, individuati o facilmente individuabili in base alla natura del  documento richiesto, che dall'esercizio dell'accesso  vedrebbero pregiudicato il loro diritto alla riservatezza. ",Tutti i soggetti che a qualsiasi titolo sono nominati nel documento amministrativo di cui 
Ai sensi dell'art. 9 C.p.a. il difetto di giurisdizione come deve essere rilevato in  primo grado? ,Il difetto di giurisdizione è rilevato in primo grado anche d'ufficio. ,Il difetto di giurisdizione è rilevato in primo grado solo su istanza di parte orale. ,Il difetto di giurisdizione è rilevato in primo grado solo su istanza di parte con motivo 
"A norma del disposto di cui all'art. 93, D.Lgs. n. 50/2016 - Garanzie per la  partecipazione alla procedura - la garanzia  provvisoria: ","Deve avere efficacia per almeno 180 giorni dalla data di presentazione dell'offerta,  salvo che il bando o l'invito non prevedano un  termine minore o maggiore. ",È prestata a garanzia dell'adempimento di tutte le obbligazioni del contratto e del  risarcimento dei danni derivanti dall'eventuale  inadempimento delle obbligazioni stesse. ,Ai non aggiudicatari è restituita tempestivamente e comunque entro un termine non 
"Dispone l'art. 53 del Codice del processo amministrativo che nei casi d'urgenza, il  presidente del tribunale può, su istanza di  parte, abbreviare fino alla metà i termini previsti dal suddetto Codice per la fissazione di  udienze o di camere di consiglio.  Conseguentemente: ",Sono ridotti proporzionalmente i termini per le difese della relativa fase. ,I termini per le difese della relativa fase possono essere abbreviati fino ad un terzo. ,I termini per le difese della relativa fase non possono comunque essere abbreviati. 
"A norma del disposto di cui all'art. 18, L. 195/1958, con riferimento alla costituzione  e al funzionamento del Consiglio  superiore della Magistratura chi convoca e presiede il Consiglio? ",Presidente del Consiglio superiore della magistratura. ,Presidente del Consiglio dei ministri. ,Ministro dell'Interno. 
"Il ricorso in opposizione rappresenta un ricorso amministrativo atipico (art. 7, D.P.R.  n. 1199/1971). Esso: ","Può essere proposto sia per motivi di legittimità che di merito e a tutela di interessi  legittimi o semplici, oltre che di diritti soggettivi. ","È proponibile nel termine di 60 giorni dalla notifica o emanazione dell'atto impugnato,  salvo che la legge non preveda termini diversi. ",È un ricorso a carattere generale consistente nell'impugnativa di un atto amministrativo definitivo. 
"Dispone l’art. 5 del D.Lgs. n. 165/2001 che gli organismi di controllo interno delle  pubbliche amministrazioni verificano  periodicamente la rispondenza delle determinazioni organizzative ai principi indicati dalla  legge. Scopo del controllo è, tra  l'altro, quello: ",Di fornire elementi per l'adozione delle misure previste nei confronti dei responsabili  della gestione. ,Di rendere esecutive le determinazioni. ,Di verificare le finalità delle determinazioni ai fini della corresponsione di eventuali 
"Quando non sia stato nominato il Vicepresidente del Consiglio dei ministri, in caso di  assenza o impedimento temporaneo  del Presidente del Consiglio dei ministri, la supplenza spetta (art. 8, L. 400/1988): ","Al Ministro più anziano d'età, salvo diversa disposizione del Presidente del Consiglio  dei ministri. ",Al Ministro dell'interno. ,Al Ministro della giustizia. 
"A norma del disposto di cui all'art. 1, L. 400/1988, il decreto di nomina del  Presidente del Consiglio dei ministri è  controfirmato: ","Dallo stesso Presidente del Consiglio dei ministri, insieme ai decreti di accettazione  delle dimissioni del precedente Governo. ","Dal Ministro della giustizia, insieme ai decreti di accettazione delle dimissioni del  precedente Governo. ","Dai Presidenti delle Camere, insieme ai decreti di accettazione delle dimissioni del "
"A norma del disposto di cui all'art. 213, del D.Lgs. n. 50/2016, chi gestisce la Banca  Dati Nazionale dei Contratti Pubblici,  nella quale confluiscono, oltre alle informazioni acquisite per competenza tramite i propri  sistemi informatizzati, tutte le  informazioni contenute nelle banche dati esistenti, anche a livello territoriale, onde  garantire accessibilità unificata,  trasparenza, pubblicità e tracciabilità delle procedure di gara e delle fasi a essa  prodromiche e successive? ",L'ANAC. ,Il Ministero delle infrastrutture e dei trasporti. ,Il Consiglio superiore dei lavori pubblici. 
È prevista la rimessione in termini nell'ambito del processo amministrativo (art. 37  C.p.a)? ,"Si, per errore scusabile in presenza di oggettive ragioni di incertezza su questioni di  diritto o di gravi impedimenti di fatto e può essere disposta anche d'ufficio dal giudice. ","Si, per errore scusabile in presenza di oggettive ragioni di incertezza su questioni di  diritto o di gravi impedimenti di fatto e può  essere disposta dal giudice solo su istanza di parte. ","Si, sempre su istanza di parte. "
"Lo Stato ha competenza, che la Costituzione qualifica esclusiva, nelle materie  enumerate al comma 2 dell'art. 117, tra le  quali rientra/rientrano: ",Previdenza sociale. ,Armonizzazione dei bilanci pubblici e coordinamento della finanza pubblica e del sistema  tributario. ,Valorizzazione dei beni culturali e ambientali e promozione e organizzazione di attività 
Cosa dispone l'art. 67 del D.P.R. n. 445/2000 con riferimento al trasferimento dei  documenti all'archivio di deposito? ,Il responsabile del servizio per la gestione dei flussi documentali e degli archivi deve  formare e conservare un elenco dei fascicoli e  delle serie trasferite nell'archivio di deposito. ,Almeno una volta ogni sei mesi il responsabile del servizio per la gestione dei flussi  documentali e degli archivi deve provvedere a  trasferire fascicoli e serie documentarie relativi a procedimenti conclusi in un apposito  archivio di deposito costituito presso ciascuna  amministrazione. ,A fine anno tutti i fascicoli e serie documentarie relativi a procedimenti conclusi 
"Il preavviso di rigetto disciplinato dall'art. 10bis l. n. 241/1990, è un istituto  introdotto dalla riforma del procedimento  amministrativo del 2005 ed in particolare dalla l. n. 15/2005 e da ultimo modificato dalla  l. n. 180/2011. Indicare quale  affermazione sul citato istituto è corretta. ",Non possono essere addotti tra i motivi che ostano l'accoglimento della domanda  inadempienze o ritardi attribuibili  all'Amministrazione. ,"Per provvedimento sfavorevole deve intendersi solo il provvedimento che nega al privato  il bene della vita richiesto, e non anche  quello che accoglie le richieste dell'amministrato solo in parte. ",Destinatari dell'avviso sono sia gli istanti che gli eventuali controinteressati. 
"A quale dei seguenti organi l'art. 5 della l. n. 400/1988, attribuisce il compito di  chiedere la fiducia del Parlamento sulle  dichiarazioni relative all'indirizzo politico e agli impegni programmatici del Governo? ",Presidente del Consiglio dei Ministri. ,Presidente della Repubblica. ,Consiglio dei Ministri. 
"La disciplina legislativa di riferimento delle sanzioni amministrative pecuniarie è  rappresentata dalla l. n. 689/1981 che pone una serie di principi sostanziali e procedimentali in ordine a tale specie di sanzioni.  Secondo quale principio, nel caso di  commissione di più violazioni con una azione od omissione, o con più azioni od omissioni  esecutive di un medesimo disegno,  si applica la sanzione prevista per la violazione più grave aumentata sino al triplo? ",Principio del divieto di cumulo delle sanzioni. ,Principio di solidarietà. ,Principio di personalità. 
"Quale/quali delle seguenti fattispecie configurano responsabilità dirigenziale, che  comporta l’impossibilità di rinnovo dello  stesso incarico, come specificate al comma 1, art. 21, D.Lgs. n. 165/2001? ",Mancato raggiungimento degli obiettivi ovvero inosservanza delle direttive imputabili al  dirigente. ,Colpevole violazione del dovere di vigilanza sul personale. ,"Alterchi con vie di fatto con superiori, utenti o terzi ovvero colpevole violazione del "
"Dispone l'art. 30 del Codice del processo amministrativo che per il risarcimento  dell'eventuale danno che il ricorrente  comprovi di aver subito in conseguenza dell'inosservanza dolosa o colposa del termine di  conclusione del procedimento, il  termine di decadenza: ",Inizia comunque a decorrere dopo un anno dalla scadenza del termine per provvedere. ,È prorogato di ulteriori sessanta giorni. ,Inizia comunque a decorrere dopo sei mesi dalla scadenza del termine per provvedere. 
"A norma di quanto dispone il co. 4, art. 1, l. n. 190/2012, quale organo promuove e  definisce norme e metodologie comuni  per la prevenzione della corruzione, coerenti con gli indirizzi, i programmi e i progetti  internazionali? ",Il Dipartimento della funzione pubblica. ,L’ANAC. ,L’apposito Comitato interministeriale. 
Qual è la composizione del tribunale amministrativo regionale ai sensi dell'art. 5  C.p.a.? ,"Il tribunale amministrativo regionale decide con l'intervento di tre magistrati, compreso  il presidente. In mancanza del presidente, il  collegio è presieduto dal magistrato con maggiore anzianità nel ruolo. ","Il tribunale amministrativo regionale decide con l'intervento di cinque magistrati, di  cui un presidente di sezione e quattro consiglieri.  In caso di impedimento del presidente, il collegio è presieduto dal consigliere più anziano  nella qualifica. ","Il tribunale amministrativo regionale decide con l'intervento di sette magistrati, di cui "
Cosa accade nell'ambito del processo amministrativo se il giudizio è promosso solo nei  confronti di alcune parti (art. 27  C.p.a)? ,"Se non si è verificata alcuna decadenza, il giudice ordina l'integrazione del  contraddittorio nei confronti delle altre entro un termine  perentorio. ","Se non si è verificata alcuna decadenza, il giudice ordina l'integrazione del  contraddittorio nei confronti delle altre entro un termine  ordinatorio. ",Il procedimento viene in ogni caso dichiarato estinto. 
"A norma del disposto di cui all'art. 55-bis del D.Lgs. n. 165/2001, per le infrazioni  di minore gravità, per le quali è prevista la sanzione del rimprovero verbale, provvede: ",Il responsabile della struttura presso la quale opera il dipendente. ,L'ufficio competente per i procedimenti disciplinari. ,"Il responsabile della struttura con qualifica dirigenziale, ovvero quando il responsabile "
"Con riferimento ai provvedimenti sanzionatori, le sanzioni pecuniarie trovano la  propria disciplina nella l. n. 689/1981, che  pone una serie di principi sostanziali e procedimentali in ordine a tale specie di sanzioni.  Il principio di personalità: ",Prevede che l'obbligo di pagare la somma dovuta per la violazione non si trasmette agli  eredi. ,"Prevede che concorrono con l'autore dell'illecito al pagamento della sanzione il titolare  di diritto reale o personale sulla cosa che servi  o fu destinata a commettere la violazione, se questi non prova che la cosa è stata  utilizzata contro la sua volontà. ",Prevede che l'obbligo di pagare la somma dovuta per la violazione si trasmette agli eredi. 
"Il diritto di accesso ai documenti amministrativi deve costituire, in attuazione dei  principi fondamentali introdotti dalla L. n.  241/1990, la regola generale. Il differimento o il diniego sono, quindi, un'eccezione. Quale  dei punti che seguono espone  principi conformi alla predetta legge? ",L'acceso ai documenti amministrativi non può essere negato ove sia sufficiente fare  ricorso al potere di differimento. ,"Le singole amministrazioni, a loro giudizio insindacabile e senza obbligo di motivazione,  hanno facoltà di sottrarre all'accesso una o  più categorie di documenti da esse formati. ",Non può essere causa di esclusione dal diritto di accesso ai documenti amministrativi 
"I regolamenti di esecuzione (art. 17, co. 1, l. n. 400/1988): ",Sono diretti ad apporre norme secondarie e complementari rispetto alle leggi cui si  riferiscono. ,"Possono intervenire nelle materie in cui manchi la disciplina da parte di leggi o atti  aventi forza di legge, sempre che non si tratti di  materie comunque riservate alla legge. ",Determinano le norme generali regolatrici della materia e dispongono l'abrogazione delle 
Il Codice del processo amministrativo (D.Lgs. n. 104/2010) si compone di cinque libri;  il terzo libro è afferente: ,Alle impugnazioni. ,Al processo amministrativo. ,All'ottemperanza ed ai riti speciali. 
"Ai sensi dell'art. 11 C.p.a. quando la giurisdizione è declinata dal giudice  amministrativo in favore di altro giudice  nazionale, se le Sezioni Unite della Corte di cassazione, investite della questione di  giurisdizione, attribuiscono quest'ultima  al giudice amministrativo, ferme restando le preclusioni e le decadenze intervenute, gli  effetti processuali e sostanziali della  domanda sono salvi? ","Si, sono fatti salvi gli effetti processuali e sostanziali della domanda, se il giudizio  è riproposto dalla parte che vi ha interesse nel  termine di tre mesi dalla pubblicazione della decisione delle Sezioni Unite. ","Si, sono fatti salvi gli effetti processuali e sostanziali della domanda, se il processo  è riproposto dalla parte che vi ha interesse nel  termine di sei mesi dalla pubblicazione della decisione delle Sezioni Unite. ","Si, sono fatti salvi gli effetti processuali e sostanziali della domanda se il processo è "
"Il D.Lgs. n. 165/2001 elenca espressamente i casi in cui il lavoratore può essere  adibito a mansioni proprie della qualifica  immediatamente superiore. Ai fini dell'art. 52 del suddetto D.Lgs., si considera svolgimento  di mansioni superiori: ","Soltanto l'attribuzione in modo prevalente, sotto il profilo qualitativo, quantitativo e  temporale, dei compiti propri di dette mansioni. ","L'attribuzione in modo anche non prevalente, sotto il profilo qualitativo, quantitativo e  temporale, dei compiti propri di dette  mansioni. ","L'attribuzione di qualsiasi mansione, anche se non prevalente, superiore a quella "
